DatabaseClass text,Name text,HullNumber text,DateInService numeric,DateOutService numeric
"Spruance DDG ABL 93","USS Leftwich","DD-984","1993.045","1998.2334"
"Spruance DDG ABL 93","USS Merrill","DD-976","1993.837","1998.2307"
"Spruance DDG ABL","USS Comte de Grasse","DD-974","1983.325","1993.207"
"Spruance DDG ABL","USS Conolly","DD-979","1983.078","1993.711"
"Spruance DDG ABL","USS Harry W. Hill","DD-986","1983.574","1993.919"
"Spruance DDG ABL","USS Ingersoll","DD-990","1983.407","1993.459"
"Spruance DDG ABL","USS John Rodgers","DD-983","1983.492","1993.752"
"Spruance DDG ABL","USS Leftwich","DD-984","1983.24","1993.004"
"Spruance DDG ABL","USS Merrill","DD-976","1983.16","1993.793"
"Spruance DDG VLS 93","USS Arthur W. Radford","DD-968","1993.13","2003.2088"
"Spruance DDG VLS 93","USS Briscoe","DD-977","1993.919","2003.7509"
"Spruance DDG VLS 93","USS Caron","DD-970","1993.67","2001.7864"
"Spruance DDG VLS 93","USS Cushing","DD-985","1993.089","2005.7207"
"Spruance DDG VLS 93","USS David R. Ray","DD-971","1993.711","2002.1595"
"Spruance DDG VLS 93","USS Deyo","DD-989","1993.541","2003.8467"
"Spruance DDG VLS 93","USS Elliot","DD-967","1993.418","2003.9179"
"Spruance DDG VLS 93","USS Fife","DD-991","1993.585","2003.1595"
"Spruance DDG VLS 93","USS Fletcher","DD-992","1993.207","2004.7481"
"Spruance DDG VLS 93","USS Hayler","DD-997","1993.13","2003.6468"
"Spruance DDG VLS 93","USS Hewitt","DD-966","1993.089","2001.5455"
"Spruance DDG VLS 93","USS John Hancock","DD-981","1993.837","2000.7892"
"Spruance DDG VLS 93","USS John Young","DD-973","1993.626","2002.7454"
"Spruance DDG VLS 93","USS Kinkaid","DD-965","1993.919","2003.0171"
"Spruance DDG VLS 93","USS Moosbrugger","DD-980","1993.5","2000.9535"
"Spruance DDG VLS 93","USS Nicholson","DD-982","1993.626","2002.9671"
"Spruance DDG VLS 93","USS O Bannon","DD-987","1993.711","2005.7974"
"Spruance DDG VLS 93","USS O Brien","DD-975","1993.459","2004.729"
"Spruance DDG VLS 93","USS Oldendorf","DD-972","1993.541","2003.4661"
"Spruance DDG VLS 93","USS Paul F. Foster","DD-964","1994.004","2003.2334"
"Spruance DDG VLS 93","USS Peterson","DD-969","1993.333","2002.7563"
"Spruance DDG VLS 93","USS Spruance","DD-963","1993.793","2005.2225"
"Spruance DDG VLS 93","USS Stump","DD-978","1993.166","2004.8056"
"Spruance DDG VLS 93","USS Thorn","DD-988","1993.374","2004.6468"
"Spruance DDG VLS","USS Arthur W. Radford","DD-968","1986.705","1993.089"
"Spruance DDG VLS","USS Briscoe","DD-977","1986.04","1993.878"
"Spruance DDG VLS","USS Caron","DD-970","1986.788","1993.626"
"Spruance DDG VLS","USS Cushing","DD-985","1986.955","1993.045"
"Spruance DDG VLS","USS David R. Ray","DD-971","1986.201","1993.67"
"Spruance DDG VLS","USS Deyo","DD-989","1986.286","1993.5"
"Spruance DDG VLS","USS Elliot","DD-967","1986.536","1993.374"
"Spruance DDG VLS","USS Fife","DD-991","1986.788","1993.541"
"Spruance DDG VLS","USS Fletcher","DD-992","1986.453","1993.166"
"Spruance DDG VLS","USS Hayler","DD-997","1986.705","1993.089"
"Spruance DDG VLS","USS Hewitt","DD-966","1986.621","1993.045"
"Spruance DDG VLS","USS John Hancock","DD-981","1986.873","1993.793"
"Spruance DDG VLS","USS John Young","DD-973","1986.621","1993.585"
"Spruance DDG VLS","USS Kinkaid","DD-965","1986.873","1993.878"
"Spruance DDG VLS","USS Moosbrugger","DD-980","1986.125","1993.459"
"Spruance DDG VLS","USS Nicholson","DD-982","1986.368","1993.626"
"Spruance DDG VLS","USS O Bannon","DD-987","1986.536","1993.67"
"Spruance DDG VLS","USS O Brien","DD-975","1986.04","1993.418"
"Spruance DDG VLS","USS Oldendorf","DD-972","1986.453","1993.5"
"Spruance DDG VLS","USS Paul F. Foster","DD-964","1986.201","1993.96"
"Spruance DDG VLS","USS Peterson","DD-969","1986.286","1993.207"
"Spruance DDG VLS","USS Spruance","DD-963","1986.368","1993.752"
"Spruance DDG VLS","USS Stump","DD-978","1986.125","1993.13"
"Spruance DDG VLS","USS Thorn","DD-988","1986.955","1993.333"
"Spruance DDG","USS Arthur W. Radford","DD-968","1977.2882","1986.588"
"Spruance DDG","USS Briscoe","DD-977","1978.4196","1986.922"
"Spruance DDG","USS Caron","DD-970","1977.7481","1986.673"
"Spruance DDG","USS Comte de Grasse","DD-974","1978.5921","1983.286"
"Spruance DDG","USS Conolly","DD-979","1978.7837","1983.04"
"Spruance DDG","USS Cushing","DD-985","1979.7207","1986.84"
"Spruance DDG","USS David R. Ray","DD-971","1977.8823","1986.092"
"Spruance DDG","USS Deyo","DD-989","1980.2197","1986.168"
"Spruance DDG","USS Elliot","DD-967","1977.0582","1986.421"
"Spruance DDG","USS Fife","DD-991","1980.4114","1986.673"
"Spruance DDG","USS Fletcher","DD-992","1980.5264","1986.336"
"Spruance DDG","USS Harry W. Hill","DD-986","1979.8768","1983.536"
"Spruance DDG","USS Hayler","DD-997","1983.1732","1986.588"
"Spruance DDG","USS Hewitt","DD-966","1976.7317","1986.503"
"Spruance DDG","USS Ingersoll","DD-990","1980.2772","1983.368"
"Spruance DDG","USS John Hancock","DD-981","1979.1869","1986.755"
"Spruance DDG","USS John Rodgers","DD-983","1979.5318","1983.453"
"Spruance DDG","USS John Young","DD-973","1978.3812","1986.503"
"Spruance DDG","USS Kinkaid","DD-965","1976.4387","1986.755"
"Spruance DDG","USS Leftwich","DD-984","1979.6468","1983.201"
"Spruance DDG","USS Merrill","DD-976","1978.1896","1983.125"
"Spruance DDG","USS Moosbrugger","DD-980","1978.9562","1986.007"
"Spruance DDG","USS Nicholson","DD-982","1979.3593","1986.253"
"Spruance DDG","USS O Bannon","DD-987","1979.9535","1986.421"
"Spruance DDG","USS O Brien","DD-975","1977.9206","1986.922"
"Spruance DDG","USS Oldendorf","DD-972","1978.1704","1986.336"
"Spruance DDG","USS Paul F. Foster","DD-964","1976.1376","1986.092"
"Spruance DDG","USS Peterson","DD-969","1977.5181","1986.168"
"Spruance DDG","USS Spruance","DD-963","1975.7235","1986.253"
"Spruance DDG","USS Stump","DD-978","1978.6304","1986.007"
"Spruance DDG","USS Thorn","DD-988","1980.1239","1986.84"
"SSC-1(12)","SSC-1","","1966.6085","2999.9973"
"SSC-1(18)","SSC-1","","1966.6085","2999.9973"
"SSC-1(24)","SSC-1","","1966.6085","2999.9973"
"SSC-1(30)","SSC-1","","1966.6085","2999.9973"
"SSC-1(36)","SSC-1","","1966.6085","2999.9973"
"SSC-1(6)","SSC-1","","1966.6085","2999.9973"
"SSC-2(12)","SSC-2","","1958.9644","2999.9973"
"SSC-2(18)","SSC-2","","1958.9644","2999.9973"
"SSC-2(24)","SSC-2","","1958.9644","2999.9973"
"SSC-2(30)","SSC-2","","1958.9644","2999.9973"
"SSC-2(36)","SSC-2","","1958.9644","2999.9973"
"SSC-2(6)","SSC-2","","1958.9644","2999.9973"
"SSC-3(12)","SSC-3","","1970.0007","2999.9973"
"SSC-3(18)","SSC-3","","1970.0007","2999.9973"
"SSC-3(24)","SSC-3","","1970.0007","2999.9973"
"SSC-3(30)","SSC-3","","1970.0007","2999.9973"
"SSC-3(36)","SSC-3","","1970.0007","2999.9973"
"SSC-3(6)","SSC-3","","1970.0007","2999.9973"
"SSC-4(12)","SSC-4","","1987.0007","2999.9973"
"SSC-4(18)","SSC-4","","1987.0007","2999.9973"
"SSC-4(24)","SSC-4","","1987.0007","2999.9973"
"SSC-4(30)","SSC-4","","1987.0007","2999.9973"
"SSC-4(36)","SSC-4","","1987.0007","2999.9973"
"SSC-4(6)","SSC-4","","1987.0007","2999.9973"
"Storis WMEC","USCGC Storis","WMEC-38","1942.7454","2007.1458"
"SSN 637 Sturgeon","USS Archerfish","SSN-678","1971.9589","1998.2444"
"SSN 637 Sturgeon","USS Aspro","SSN-648","1969.1376","1995.2444"
"SSN 637 Sturgeon","USS Batfish","SSN-681","1972.666","1999.206"
"SSN 637 Sturgeon","USS Bergall","SSN-667","1969.447","1996.4278"
"SSN 637 Sturgeon","USS Billfish","SSN-676","1971.1923","1999.4962"
"SSN 637 Sturgeon","USS Blue Fish","SSN-675","1971.0198","1996.4114"
"SSN 637 Sturgeon","USS Cavella","SSN-684","1973.1075","1998.2416"
"SSN 637 Sturgeon","USS Drum","SSN-677","1972.2854","1995.8275"
"SSN 637 Sturgeon","USS Finback","SSN-670","1970.0938","1997.2361"
"SSN 637 Sturgeon","USS Flying Fish","SSN-673","1970.321","1996.3703"
"SSN 637 Sturgeon","USS Grayling","SSN-646","1969.7755","1997.5428"
"SSN 637 Sturgeon","USS Gurnard","SSN-662","1968.9288","1995.321"
"SSN 637 Sturgeon","USS Hammerhead","SSN-663","1968.488","1995.258"
"SSN 637 Sturgeon","USS Hawkbill","SSN-666","1971.0938","2000.2005"
"SSN 637 Sturgeon","USS L. Mendel Rivers","SSN-686","1975.0856","2001.3539"
"SSN 637 Sturgeon","USS Lapon","SSN-661","1967.9507","1992.6003"
"SSN 637 Sturgeon","USS Parche","SSN-683","1974.6249","2004.7974"
"SSN 637 Sturgeon","USS Pargo","SSN-650","1968.0089","1995.2827"
"SSN 637 Sturgeon","USS Pintado","SSN-672","1971.6934","1998.154"
"SSN 637 Sturgeon","USS Pogy","SSN-647","1971.2854","1999.4415"
"SSN 637 Sturgeon","USS Puffer","SSN-652","1969.603","1996.5264"
"SSN 637 Sturgeon","USS Queenfish","SSN-651","1966.9288","1992.2827"
"SSN 637 Sturgeon","USS Quitaro","SSN-665","1972.6879","1992.4059"
"SSN 637 Sturgeon","USS Ray","SSN-653","1967.2772","1993.2033"
"SSN 637 Sturgeon","USS Redfish","SSN-680","1973.3402","2000.1102"
"SSN 637 Sturgeon","USS Richard B. Russel","SSN-687","1975.6222","1994.4771"
"SSN 637 Sturgeon","USS Sand Lance","SSN-660","1971.7317","1998.5975"
"SSN 637 Sturgeon","USS Sea Devil","SSN-664","1969.0801","1991.7892"
"SSN 637 Sturgeon","USS Seahorse","SSN-669","1969.7153","1995.6249"
"SSN 637 Sturgeon","USS Silversides","SSN-679","1972.3402","1994.551"
"SSN 637 Sturgeon","USS Spadefish","SSN-668","1969.6167","1997.2745"
"SSN 637 Sturgeon","USS Sturgeon","SSN-637","1967.1677","1994.5811"
"SSN 637 Sturgeon","USS Sunfish","SSN-649","1969.2005","1997.2444"
"SSN 637 Sturgeon","USS Tautog","SSN-639","1968.6249","1997.2444"
"SSN 637 Sturgeon","USS Trepang","SSN-674","1970.6167","1999.4141"
"SSN 637 Sturgeon","USS Tunny","SSN-682","1974.0691","1998.1951"
"SSN 637 Sturgeon","USS Whale","SSN-638","1968.7782","1996.4798"
"Swiftsure SSN","HMS Sceptre","S-104","1978.1211","2010.9398"
"Swiftsure SSN","HMS Sovereign","S-108","1974.5236","2006.6961"
"Swiftsure SSN","HMS Spartan","S-105","1979.7235","2006.0007"
"Swiftsure SSN","HMS Splendid","S-106","1981.217","2003.9979"
"Swiftsure SSN","HMS Superb","S-109","1976.8658","2008.7344"
"Swiftsure SSN","HMS Swiftsure","S-126","1973.2909","1991.9979"
"Tarawa LHAM","USS Belleau Wood","LHA-3","1978.7262","2005.822"
"Tarawa LHAM","USS Nassau","LHA-4","1979.5702","2999.9973"
"Tarawa LHAM","USS Peleliu","LHA-5","1980.3347","2999.9973"
"Tarawa LHAM","USS Saipan","LHA-2","1977.7864","2007.3128"
"Tarawa LHAM","USS Tarawa","LHA-1","1976.4059","2009.2444"
"Ticonderoga CG Baseline 1","USS Thomas S Gates","CG-51","1987.6386","2999.9973"
"Ticonderoga CG Baseline 1","USS Ticonderoga","CG-47","1983.0582","2999.9973"
"Ticonderoga CG Baseline 1","USS Valley Forge","CG-50","1986.0472","2999.9973"
"Ticonderoga CG Baseline 1","USS Vincennes","CG-49","1985.5099","2999.9973"
"Ticonderoga CG Baseline 1","USS Yorktown","CG-48","1984.5044","2999.9973"
"Ticonderoga CG Baseline 2","USS Antietam","CG-54","1987.5099","2999.9973"
"Ticonderoga CG Baseline 2","USS Bunker Hill","CG-52","1986.718","2999.9973"
"Ticonderoga CG Baseline 2","USS Lake Champlain","CG-57","1988.6112","2999.9973"
"Ticonderoga CG Baseline 2","USS Leyte Gulf","CG-55","1987.7344","2999.9973"
"Ticonderoga CG Baseline 2","USS Mobile Bay","CG-53","1987.1403","2999.9973"
"Ticonderoga CG Baseline 2","USS Philipine Sea","CG-58","1989.2088","2999.9973"
"Ticonderoga CG Baseline 2","USS SanJacinto","CG-56","1988.0582","2999.9973"
"Ticonderoga CG Baseline 3","USS Chancellorsville","CG-62","1989.8412","2999.9973"
"Ticonderoga CG Baseline 3","USS Cowpens","CG-63","1991.1841","2999.9973"
"Ticonderoga CG Baseline 3","USS Gettysburg","CG-64","1991.4716","2999.9973"
"Ticonderoga CG Baseline 3","USS Monterey","CG-61","1991.4552","2999.9973"
"Ticonderoga CG Baseline 3","USS Normandy","CG-60","1989.937","2999.9973"
"Ticonderoga CG Baseline 3","USS Princeton","CG-59","1989.1129","2999.9973"
"Ticonderoga CG Baseline 4","USS Anzio","CG-68","1992.332","2999.9973"
"Ticonderoga CG Baseline 4","USS Cape St George","CG-71","1993.4442","2999.9973"
"Ticonderoga CG Baseline 4","USS Chosin","CG-65","1991.0308","2999.9973"
"Ticonderoga CG Baseline 4","USS Hue City","CG-66","1991.7016","2999.9973"
"Ticonderoga CG Baseline 4","USS Lake Erie","CG-70","1993.5592","2999.9973"
"Ticonderoga CG Baseline 4","USS Port Royal","CG-73","1994.5181","2999.9973"
"Ticonderoga CG Baseline 4","USS Shiloh","CG-67","1992.5428","2999.9973"
"Ticonderoga CG Baseline 4","USS Vella Gulf","CG-72","1993.7125","2999.9973"
"Ticonderoga CG Baseline 4","USS Vicksburg","CG-69","1992.8686","2999.9973"
"Trafalgar SSN","HMS Talent","S-92","1990.3593","2999.9973"
"Trafalgar SSN","HMS Tireless","S-88","1985.7591","2999.9973"
"Trafalgar SSN","HMS Torbay","S-90","1987.102","2999.9973"
"Trafalgar SSN","HMS Trafalgar","S-107","1983.4004","2009.9233"
"Trafalgar SSN","HMS Trenchant","S-91","1989.0363","2999.9973"
"Trafalgar SSN","HMS Triumph","S-93","1991.7782","2999.9973"
"Trafalgar SSN","HMS Turbulent","S-87","1984.321","2999.9973"
"Type 22 FF Batch 1","HMS Battleaxe","F-89","1980.2361","1997.3265"
"Type 22 FF Batch 1","HMS Brazen","F-91","1982.499","1996.6605"
"Type 22 FF Batch 1","HMS Brilliant","F-90","1981.3676","1996.6605"
"Type 22 FF Batch 1","HMS Broadsword","F-88","1979.3374","1995.5756"
"Type 22 FF Batch 2","HMS Beaver","F-93","1984.948","1999.3292"
"Type 22 FF Batch 2","HMS Boxer","F-92","1983.9726","1999.5893"
"Type 22 FF Batch 2","HMS Brave","F-94","1986.5044","1999.2225"
"Type 22 FF Batch 2","HMS Coventry","F-97","1988.7837","2002.0445"
"Type 22 FF Batch 2","HMS London","F-95","1987.4251","1999.0363"
"Type 22 FF Batch 2","HMS Sheffield","F-96","1988.5647","2002.8713"
"Type 22 FF Batch 3","HMS Campbeltown","F-86","1989.4387","2999.9973"
"Type 22 FF Batch 3","HMS Chatham","F-87","1989.4004","2999.9973"
"Type 22 FF Batch 3","HMS Cornwall","F-99","1990.3374","2999.9973"
"Type 22 FF Batch 3","HMS Cumberland","F-85","1988.3073","2999.9973"
"Type 23 FF","HMS Argyll","F-231","1991.4114","2999.9973"
"Type 23 FF","HMS Grafton","F-80","1997.4059","2006.2444"
"Type 23 FF","HMS Iron Duke","F-234","1993.3812","2999.9973"
"Type 23 FF","HMS Kent","F-78","2000.4333","2999.9973"
"Type 23 FF","HMS Lancaster","F-232","1992.3292","2999.9973"
"Type 23 FF","HMS Marlborough","F-233","1991.4497","2005.5154"
"Type 23 FF","HMS Monmouth","F-235","1993.729","2999.9973"
"Type 23 FF","HMS Montrose","F-236","1994.4168","2999.9973"
"Type 23 FF","HMS Norfolk","F-230","1990.4141","2005.2854"
"Type 23 FF","HMS Northumberland","F-238","1994.9097","2999.9973"
"Type 23 FF","HMS Portland","F-79","2001.3347","2999.9973"
"Type 23 FF","HMS Richmond","F-239","1995.4716","2999.9973"
"Type 23 FF","HMS Somerset","F-82","1996.718","2999.9973"
"Type 23 FF","HMS St. Albans","F-83","2002.4278","2999.9973"
"Type 23 FF","HMS Sutherland","F-81","1997.5044","2999.9973"
"Type 23 FF","HMS Westminster","F-237","1994.3621","2999.9973"
"Type 42 DDG Batch 1","HMS Birmingham","D-86","1976.9206","1999.9973"
"Type 42 DDG Batch 1","HMS Cardiff","D-108","1979.729","2005.5318"
"Type 42 DDG Batch 1","HMS Coventry","D-118","1978.8576","1982.3949"
"Type 42 DDG Batch 1","HMS Glasgow","D-88","1979.3922","2005.0856"
"Type 42 DDG Batch 1","HMS Newcastle","D-87","1978.2225","2005.0856"
"Type 42 DDG Batch 1","HMS Sheffield","D-80","1975.1266","1982.3374"
"Type 42 DDG Batch 2","HMS Exeter","D-89","1980.7153","2009.4004"
"Type 42 DDG Batch 2","HMS Liverpool","D-92","1982.4962","2999.9973"
"Type 42 DDG Batch 2","HMS Nottingham","D-91","1983.2827","2010.1129"
"Type 42 DDG Batch 2","HMS Southampton","D-90","1981.8303","2009.1157"
"Type 42 DDG Batch 3","HMS Edinburgh","D-97","1985.9589","2999.9973"
"Type 42 DDG Batch 3","HMS Gloucester","D-96","1985.6934","2999.9973"
"Type 42 DDG Batch 3","HMS Manchester","D-95","1982.9562","2999.9973"
"Type 42 DDG Batch 3","HMS York","D-98","1985.603","2999.9973"
"Wasp LHDM","USS Bataan","LHD-5","1997.718","2999.9973"
"Wasp LHDM","USS Bonhomme Richard","LHD-6","1998.6194","2999.9973"
"Wasp LHDM","USS Boxer","LHD-4","1995.1129","2999.9973"
"Wasp LHDM","USS Essex","LHD-2","1992.7919","2999.9973"
"Wasp LHDM","USS Iwo Jima","LHD-7","2001.2279","2999.9973"
"Wasp LHDM","USS Keersarge","LHD-3","1993.7892","2999.9973"
"Wasp LHDM","USS Makin Island","LHD-8","2009.8111","2999.9973"
"Wasp LHDM","USS Wasp","LHD-1","1989.5729","2999.9973"
"Whidbey Island LSDHM","USS Ashland","LSD-48","1992.3511","2999.9973"
"Whidbey Island LSDHM","USS Comstock","LSD-45","1990.091","2999.9973"
"Whidbey Island LSDHM","USS Fort McHenry","LSD-43","1987.6003","2999.9973"
"Whidbey Island LSDHM","USS Germantown","LSD-42","1986.1047","2999.9973"
"Whidbey Island LSDHM","USS Gunston Hall","LSD-44","1989.3046","2999.9973"
"Whidbey Island LSDHM","USS Ruchmore","LSD-47","1991.4141","2999.9973"
"Whidbey Island LSDHM","USS Tortuga","LSD-46","1990.8768","2999.9973"
"Whidbey Island LSDHM","USS Whidbey Island","LSD-41","1985.1075","2999.9973"
"Kidd DDG","USS Callaghan","DDG-994","1981.659","1998.245"
"Kidd DDG","USS Chandler","DDG-996","1982.196","1999.727"
"Kidd DDG","USS Kidd","DDG-993","1981.234","1998.193"
"Kidd DDG","USS Scott","DDG-995","1981.812","1998.941"
"Virginia CGN","USS Virginia","CGN-38","1976.695","1982"
"Virginia CGN","USS Texas","CGN-39","1977.692","1982"
"Virginia CGN","USS Mississippi","CGN-40","1978.593","1982"
"Virginia CGN","USS Arkansas","CGN-41","1980.796","1982"
"Virginia CGN B2","USS Virginia","CGN-38","1982","1984"
"Virginia CGN B2","USS Texas","CGN-39","1982","1987"
"Virginia CGN B2","USS Mississippi","CGN-40","1982","1987"
"Virginia CGN B2","USS Arkansas","CGN-41","1982","1985"
"Virginia CGN B3","USS Virginia","CGN-38","1984","1994.859"
"Virginia CGN B3","USS Texas","CGN-39","1987","1993.623"
"Virginia CGN B3","USS Mississippi","CGN-40","1987","1993.656"
"Virginia CGN B3","USS Arkansas","CGN-41","1985","1993.503"
"Forbin","Forbin","D620","2008.917","2999"
"Forbin","Chevalier Paul","D621","2009.415","2999"
"Cassard(88)","Cassard","D614","1988.572","1992"
"Cassard(88)","Jean Bart","D615","1991.722","1992"
"Cassard(92)","Cassard","D614","1992","2999"
"Cassard(92)","Jean Bart","D615","1992","2999"
"Tourville","Tourville","D610","1974.47","2999"
"Tourville","De Grasse","D612","1977.749","2999"
"CV R91 Charles de Gaulle","CV R91 Charles de Gaulle","R 91","2001.377","2999"
"Georges Leygues DDGHM(D640)(79)","Georges Leygues","D640","1979.941","2002.523"
"Georges Leygues DDGHM(D640)(79)","Dupleix","D641","1981.448","1999"
"Georges Leygues DDGHM(D640)(79)","Montcalm","D642","1982.404","2000"
"Georges Leygues DDGHM(D640)(79)","Jean De Vienne","D643","1984.398","1996"
"Georges Leygues DDGHM(D644)(86)","Primauguet","D644","1986.845","2002.25"
"Georges Leygues DDGHM(D644)(86)","La Motte-Picquet","D645","1988.133","2003.346"
"Georges Leygues DDGHM(D644)(86)","Latouche-Treveille","D646","1990.538","2003.619"
"Georges Leygues DDGHM(D640)(96)","Dupleix","D641","1981.448","2002.796"
"Georges Leygues DDGHM(D640)(96)","Montcalm","D642","1982.404","2003.07"
"Georges Leygues DDGHM(D640)(96)","Jean De Vienne","D643","1984.398","2003.892"
"Georges Leygues DDGHM(D640)(02)","Georges Leygues","D640","2002.796","2999"
"Georges Leygues DDGHM(D640)(02)","Dupleix","D641","2003.07","2999"
"Georges Leygues DDGHM(D640)(02)","Montcalm","D642","2003.346","2999"
"Georges Leygues DDGHM(D640)(02)","Jean De Vienne","D643","2004.165","2999"
"Georges Leygues DDGHM(D644)(02)","Primauguet","D644","2002.523","2999"
"Georges Leygues DDGHM(D644)(02)","La Motte-Picquet","D645","2003.619","2999"
"Georges Leygues DDGHM(D644)(02)","Latouche-Treveille","D646","2003.892","2999"
"Bremen FFGHM (1982)","Bremen","F 207","1982.347","1993"
"Bremen FFGHM (1982)","Niedersachsen","F 208","1982.788","1993"
"Bremen FFGHM (1982)","Rheinlan-Pfalz","F 209","1983.352","1993"
"Bremen FFGHM (1982)","Emden","F 210","1983.766","1993"
"Bremen FFGHM (1982)","Koln","F 211","1984.799","1994"
"Bremen FFGHM (1982)","Karlsruhe","F 212","1984.299","1994"
"Bremen FFGHM (1982)","Augsburg","F 213","1989.755","1994"
"Bremen FFGHM (1982)","Lubeck","F 214","1990.212","1994"
"Bremen FFGHM (1993)","Bremen","F 207","1993","2999"
"Bremen FFGHM (1993)","Niedersachsen","F 208","1993","2999"
"Bremen FFGHM (1993)","Rheinland-Pfalz","F 209","1993","2999"
"Bremen FFGHM (1993)","Emden","F 210","1993","2999"
"Bremen FFGHM (1993)","Koln","F 211","1994","2999"
"Bremen FFGHM (1993)","Karlsruhe","F 212","1994","2999"
"Bremen FFGHM (1993)","Augsberg","F 213","1994","2999"
"Bremen FFGHM (1993)","Lubeck","F 214","1994","2999"
"Halifax FFH","HMCS Halifax","FFH-330","1992.493","2999"
"Halifax FFH","HMCS Vancouver","FFH-331","1993.642","2999"
"Halifax FFH","HMCS Ville de Quebec","FFH-332","1994.533","2999"
"Halifax FFH","HMCS Toronto","FFH-333","1993.574","2999"
"Halifax FFH","HMCS Regina","FFH-334","1993.993","2999"
"Halifax FFH","HMCS Calgary","FFH-335","1995.36","2999"
"Halifax FFH","HMCS Montreal","FFH-336","1994.574","2999"
"Halifax FFH","HMCS Fredericton","FFH-337","1994.692","2999"
"Halifax FFH","HMCS Winnipeg","FFH-338","1996.477","2999"
"Halifax FFH","HMCS Charlottetown","FFH-339","1995.689","2999"
"Halifax FFH","HMCS St Johns","FFH-340","1996.485","2999"
"Halifax FFH","HMCS Ottawa","FFH-341","1996.742","2999"
"Lewis and Clark","USNS Lewis and Clark","T-AKE-1","2006.467","2999"
"Lewis and Clark","USNS Sacagawea","T-AKE-2","2007.158","2999"
"Lewis and Clark","USNS Alan Shepard","T-AKE-3","2007.484","2999"
"Lewis and Clark","USNS Richard E Byrd","T-AKE-4","2008.02","2999"
"Lewis and Clark","USNS Robert E Peary","T-AKE-5","2008.428","2999"
"Lewis and Clark","USNS Amelia Earhart","T-AKE-6","2008.829","2999"
"Lewis and Clark","USNS Carl Brashear","T-AKE-7","2009.171","2999"
"Lewis and Clark","USNS Wally Schirra","T-AKE-8","2009.667","2999"
"Lewis and Clark","USNS Matthew Perry","T-AKE-9","2010.149","2999"
"Lewis and Clark","USNS Charles Drew","T-AKE-10","2010.533","2999"
"Lewis and Clark","USNS Washington Chambers","T-AKE-11","2011.147","2999"
"Henry J Kaiser","USNS Henry J Kaiser","T-AO-187","1986.966","2999"
"Henry J Kaiser","USNS John Lenthall","T-AO-189","1987.563","2999"
"Henry J Kaiser","USNS Walter S Diehl","T-AO-193","1988.701","2999"
