DatabaseClass text,Name text,HullNumber text,DateInService numeric,DateOutService numeric
"Pr 68bis","Alexandr Nevskiy","625","1952.997","1989.408"
"Pr 68bis","Admiral Lazarev","626","1953.995","1986.778"
"Pr 68bis","Admiral Ushakov","420","1953.685","1987.707"
"Pr 68bis","Dzerzhinskiy","374","1952.628","1988.779"
"Pr 68bis","Admiral Nakhimov","375","1953.233","1960.574"
"Pr 68bis","Mikhail Kutuzov","385","1954.995","1998.655"
"Pr 68bis","Molotovsk","301","1954.912","1957.178"
"Pr 68bis","Oktyabrskaya Revolutsia","301","1957.182","1987.707"
"Pr 68bis","Murmansk","302","1955.723","1992.503"
"Jacob van Heemskerck FFG","Jacob van Heemskerck","F 812","1986.04","2005.541"
"Jacob van Heemskerck FFG","Witte de With","F 813","1986.711","2006.958"
"Pr 956 Sarych","Sovremenny","861","1980.981","1988.746"
"Pr 956 Sarych","Otchayanny","862","1982.666","1997.0"
"Pr 956 Sarych","Otlichniy","863","1983.745","1994.74"
"Pr 956 Sarych","Osmotritelniy","864","1984.746","2002.0"
"Pr 956 Sarych","Bezuprechniy","865","1985.847","1992.0"
"Pr 956 Sarych","Boevoy","866","1986.74","2002.0"
"Pr 956 Sarych","Stoykiy","867","1986.997","1999.25"
"Pr 956 Sarych","Okrylyonny","868","1987.995","1997.0"
"Pr 956 Sarych","Burniy","869","1988.746","2002.0"
"Pr 956 Sarych","Gremyaschiy","870","1988.995","2004.0"
"Pr 956 Sarych","Bystriy","871","1989.745","2002.0"
"Pr 956 Sarych","Rastoropniy","872","1989.995","2002.0"
"Pr 956 Sarych","Bezboyaznenny ","873","1990.989","2002.0"
"Pr 956 Sarych","Bezuderzhniy","874","1991.479","2007.936"
"Pr 956 Sarych","Gremyaschiy","874","2007.937",""
"Pr 1135M Burevestnik-M","Bessmennyy","165","1978.9836","1998.2033"
"Pr 1135M Burevestnik-M","Gordelivy","166","1979.718","1994.5072"
"Pr 1135M Burevestnik-M","Gromkiy","164","1978.7454","1998.2033"
"Pr 1135M Burevestnik-M","Grozyashchiy","162","1977.7454","1995.1184"
"Pr 1135M Burevestnik-M","Neukrotimyy","163","1977.9945","2009.4141"
"Pr 1135M Burevestnik-M","Pytlivyy","169","1981.9124","2999.9973"
"Pr 1135M Burevestnik-M","Razitelnyy","161","1976.9973","1997.5811"
"Pr 1135M Burevestnik-M","Revnostnyy","168","1979.9973","2003.5592"
"Pr 1135M Burevestnik-M","Rezkiy","160","1976.7454","1995.5893"
"Pr 1135M Burevestnik-M","Rezvyy","159","1975.9945","2001.3347"
"Pr 1135M Burevestnik-M","Ryavnyy","167","1979.9973","1997.54"
"Pr 1134 Berkut","Admiral Zozulya","791","1967.768","1994.508"
"Pr 1134 Berkut","Vladivostock","792","1969.582","1991.001"
"Pr 1134 Berkut","Vice-Admiral Drozd","793","1968.988","1990.018"
"Pr 1134 Berkut","Sevastopol","794","1969.733","1989.955"
"Pr 1134A Berkut","Kronshtadt","721","1969.993","1991.477"
"Pr 1134A Berkut","Admiral Isakov","722","1970.989","1993.493"
"Pr 1134A Berkut","Admiral Nakhimov","723","1971.91","1991.082"
"Pr 1134A Berkut","Admiral Makarov","724","1972.814","1992.18"
"Pr 1134A Berkut","Marshal Voroshilov","725","1973.704","1991.062"
"Pr 1134A Berkut","Khabarovsk","725","1991.064","1992.503"
"Pr 1134A Berkut","Admiral Oktyabrskiy","726","1973.989","1993.493"
"Pr 1134A Berkut","Admiral Isachenkov","727","1974.844","1992.18"
"Pr 1134A Berkut","Marshal Timoshenko","728","1975.899","1992.503"
"Pr 1134A Berkut","Vasiliy Chapaev","729","1976.913","1993.493"
"Pr 1134A Berkut","Admiral Yumashev","730","1977.995","1992.53"
"Pr 1134B Berkut B","Azov","2004","1975.9808","2010.4086"
"Pr 1134B Berkut B","Kerch","2003","1974.9808","2999.9973"
"Pr 1134B Berkut B","Nikolaev","2001","1971.9973","1992.8248"
"Pr 1134B Berkut B","Ochakov","2002","1973.8412","2011.612"
"Pr 1134B Berkut B","Petropavlovsk","2005","1976.9918","1997.154"
"Pr 1134B Berkut B","Tashkent","2006","1977.9973","1992.5017"
"Pr 1134B Berkut B","Tallinn","2007","1979.9973","1990.582"
"Pr 1134B Berkut B","Vladivostok","2007","1990.585","1994.5072"
"Pr 1241.1 Molniya","R-5 Kaliningradskiy Komsomolets","401","1979.079","2999.9973"
"Pr 1241.1 Molniya","R255 Kirovskiy Komsomolets","403","1980.995","2999.9973"
"Pr 1241.1 Molniya","R-256 Poltavskiy Komsomolets","404","1982.493","2999.9973"
"Pr 1241.1 Molniya","R-6","405","1983.995","2999.9973"
"Pr 1241.1 Molniya","R-54 Krasnodarskiy Komsomolets","200","1983.995","2999.9973"
"Pr 1241.1 Molniya","R-63 Kuybishevskiy Komsomolets","202","1985.438","2999.9973"
"Pr 1241.1 Molniya","R-101 Stupinets","203","1985.745","2999.9973"
"Pr 1241.1 Molniya","R-129","204","1985.989","2999.9973"
"Pr 1241.1 Molniya","R-257","205","1986.83","2999.9973"
"Pr 1241.1 Molniya","R-42","901","1983.241","2999.9973"
"Pr 1241.1 Molniya","R-45","902","1983.984","2999.9973"
"Pr 1241.1 Molniya","R-69","903","1984.746","2999.9973"
"Pr 1241.1 Molniya","R-79","904","1984.964","2999.9973"
"Pr 1241.1 Molniya","R-71","201","1985.762","2999.9973"
"Pr 1241.1MR Molniya-MR","R-14","921","1991.989","2999.9973"
"Pr 1241.1MR Molniya-MR","R-19","923","1992.9316","2999.9973"
"Pr 1241.1MR Molniya-MR","R-2","215","1992.2225","2999.9973"
"Pr 1241.1MR Molniya-MR","R-20","924","1993.8823","2999.9973"
"Pr 1241.1MR Molniya-MR","R-24","925","1994.9151","2999.9973"
"Pr 1241.1MR Molniya-MR","R-29","926","2003.729","2999.9973"
"Pr 1241.1MR Molniya-MR","R-5","216","2000.1513","2002.2717"
"Pr 1241.1MR Molniya-MR","R-11","920","1991.667","2999.9973"
"Pr 1241.1MR Molniya-MR","R-18","922","1992.646","2999.9973"
"Pr 1241.1M Molniya-M","R-103","907","1985.9124","1998.2033"
"Pr 1241.1M Molniya-M","R-109","212","1989.9945","2999.9973"
"Pr 1241.1M Molniya-M","R-113","908","1985.9945","1997.54"
"Pr 1241.1M Molniya-M","R-158","909","1986.8275","1996.5784"
"Pr 1241.1M Molniya-M","R-160 Poltavskiy Komsomolets","208","1987.9452","2999.9973"
"Pr 1241.1M Molniya-M","R-187","209","1988.6003","2999.9973"
"Pr 1241.1M Molniya-M","R-229","912","1987.7454","2002.2717"
"Pr 1241.1M Molniya-M","R-230","913","1987.9945","1997.54"
"Pr 1241.1M Molniya-M","R-239","210","1989.1704","2999.9973"
"Pr 1241.1M Molniya-M","R-240","914","1988.8275","2002.2717"
"Pr 1241.1M Molniya-M","R-261","915","1988.9973","2999.9973"
"Pr 1241.1M Molniya-M","R-271","916","1989.6769","2005.4716"
"Pr 1241.1M Molniya-M","R-291 Dimitrovgrad","213","1990.8001","2999.9973"
"Pr 1241.1M Molniya-M","R-293 Morshansk","214","1991.4086","2999.9973"
"Pr 1241.1M Molniya-M","R-297","918","1990.6851","2999.9973"
"Pr 1241.1M Molniya-M","R-298","919","1990.9973","2999.9973"
"Pr 1241.1M Molniya-M","R-334 Ivanovets","211","1989.7207","2999.9973"
"Pr 1241.1M Molniya-M","R-442","917","1989.9562","2005.4716"
"Pr 1241.1M Molniya-M","R-46","402","1985.4387","1994.9589"
"Pr 1241.1M Molniya-M","R-47 Tambovskiy Komsomolets","206","1981.9918","2999.9973"
"Pr 1241.1M Molniya-M","R-60","207","1987.1184","2999.9973"
"Pr 1241.1M Molniya-M","R-66","905","1985.4114","1995.5893"
"Pr 1241.1M Molniya-M","R-76","910","1986.9945","1996.5784"
"Pr 1241.1M Molniya-M","R-83","911","1986.9945","2001.336"
"Pr 1241.1M Molniya-M","R-85","906","1985.747","1998.204"
"Pr 1241.RE Molniya-E","R-104","01728","1991.0007","2999.9973"
"Pr 1241.RE Molniya-E","R-26","01710","1981.2416","2999.9973"
"Pr 1241.RE Molniya-E","R-542","01720","1987.0007","1988.1157"
"Pr 1241.RE Molniya-E","R-600","600","1990.0007","2999.9973"
"Pr 1241.RE Molniya-E","R-601","601","1991.0007","1992.9151"
"Pr 1241.RE Molniya-E","R-602","602","1991.0007","1992.9151"
"Pr 1241.RE Molniya-E","R-615","01715","1985.0007","2999.9973"
"Pr 1241.RE Molniya-E","R-62","01712","1983.0007","1984.2416"
"Pr 1241.RE Molniya-E","R-624","01711","1983.0007","1983.989"
"Pr 1241.RE Molniya-E","R-630","01717","1986.0007","2999.9973"
"Pr 1241.RE Molniya-E","R-69","01729","1991.0007","1995.5893"
"Pr 1241.RE Molniya-E","R-833","01722","1987.9979","1989.0938"
"Pr 1241.RE Molniya-E","R-464","464","1990.0007",""
"Pr 1241.RE Molniya-E","R-541","541","1991.0007",""
"Pr 1241.RE Molniya-E","R-543","543","1991.0007",""
"Pr 1234E Ovod-E (Libya)","Ean Mara","416","1981.749","1990.999"
"Pr 1234E Ovod-E (Libya)","Tariq Ibn Ziyad","416","1991.001","2999.9973"
"Pr 1234E Ovod-E (Libya)","Ean Al Gazala","418","1983.086","2999.9973"
"Pr 1234E Ovod-E (Libya)","Ean Zaara","419","1984.086","2999.9973"
"Pr 1234E Ovod-E (Libya)","Ean Zaquit","420","1985.667","1986.229"
"Pr 1234 Ovod","Burya","51","1970.745","1991.837"
"Pr 1234 Ovod","Briz","52","1970.997","1992.827"
"Pr 1234 Ovod","Vikhr","53","1971.745","1994.508"
"Pr 1234 Ovod","Volna","54","1971.997","1993.495"
"Pr 1234 Ovod","Grad","55","1972.746","1993.495"
"Pr 1234 Ovod","Groza","56","1972.984","1992.214"
"Pr 1234 Ovod","Grom","57","1972.989","1995.393"
"Pr 1234 Ovod","Zarnitsa","58","1973.712","2005.473"
"Pr 1234 Ovod","Molniya","59","1973.989","2001.336"
"Pr 1234 Ovod","Shkval","60","1974.449","1994.508"
"Pr 1234 Ovod","Zarya","61","1974.74","1994.508"
"Pr 1234 Ovod","Metel","62","1974.934","1998.204"
"Pr 1234 Ovod","Shtorm","63","1975.452","1998.204"
"Pr 1234 Ovod","Raduga","64","1975.915","1994.508"
"Pr 1234 Ovod","Tsiklon","1001","1977.997","1995.045"
"Pr 1234 Ovod","Tayfun","1002","1979.995","1995.59"
"Pr 1234 Ovod","Musson","1003","1981.995","1987.289"
"Comandante Joao Belo FF","Comandante Joao Belo","F480","1967.497","1993"
"Comandante Joao Belo FF","Comandante Hermenegildo Capelo","F481","1968.318","1994.5"
"Comandante Joao Belo FF","Comandante Roberto Ivens","F482","1968.895","1998"
"Comandante Joao Belo FF","Comandante Sacadura Cabral","F483","1969.563","1998"
"Comandante Joao Belo FF (1995)","Comandante Joao Belo","F480","1995","2008.269"
"Comandante Joao Belo FF (1995)","Comandante Hermenegildo Capelo","F481","1996","2004"
"Comandante Joao Belo FF (1995)","Comandante Sacadura Cabral","F483","2000","2008.269"
"Comandante Joao Belo FF (1995) (Uruguay)","Uruguay","ROU 01","2008.269","2999"
"Comandante Joao Belo FF (1995) (Uruguay)","Comandante Pedro Campbell","ROU 02","2008.269","2999"
"Commandant Riviere FF","Victor Schoelcher","F725","1962.788","1988"
"Commandant Riviere FF","Commandant Bory","F726","1964.176","1996"
"Commandant Riviere FF","Admiral Charner","F727","1962.952","1991"
"Commandant Riviere FF","Doudart de Lagree","F728","1963.33","1991"
"Commandant Riviere FF","Balny","F729","1970.086","1994"
"Commandant Riviere FF","Commandante Riviere","F733","1962.925","1986"
"Commandant Riviere FF","Commandante Bourdais","F740","1963.188","1990"
"Commandant Riviere FF","Protet","F748","1964.332","1992"
"Commandant Riviere FF","Enseigne de Vaisseau Henry","F749","1965.001","1994"
"Aconit DD","Aconit","D609","1973.242","1984"
"Aconit DD (1984)","Aconit","D609","1984","1996"
"CV-551 Giuseppe Garibaldi","Giuseppe Garibaldi","C 551","1985.747","2999"
"CV-551 Giuseppe Garibaldi(2003)","Giuseppe Garibaldi","C 551","1985.747","2999"
"CV R11 Princippe de Asturias","Princippe de Asturias","R11","1988.411","2999"
"Santa Maria FFGHM","Santa Maria","F 81","1986.78","2999"
"Santa Maria FFGHM","Victoria","F 82","1987.862","2999"
"Santa Maria FFGHM","Numancia","F 83","1988.853","2999"
"Santa Maria FFGHM","Reina Sofia","F 84","1990.796","2999"
"Santa Maria FFGHM","Navarra","F 85","1994.411","2999"
"Santa Maria FFGHM","Canarias","F 86","1994.952","2999"
"D Estienne D Orves","D Estienne D Orves","F781","1976.693","1999.5"
"D Estienne D Orves","Amyot D Inville","F782","1976.783","1999.5"
"D Estienne D Orves","Drogou","F783","1976.747","2000.5"
"D Estienne D Orves","Detoryat","F784","1977.338","1997.5"
"D Estienne D Orves","Jean Moulin","F785","1977.358","1999.5"
"D Estienne D Orves","Quartier Maitre Anquetil","F786","1978.095","2000.5"
"D Estienne D Orves","Commandant De Pomodan","F787","1978.382","2000.5"
"D Estienne D Orves","Second Maitre Le Bihan","F788","1979.514","2002.5"
"D Estienne D Orves","Lieutenant De Vasseau Le Henaff","F789","1980.119","2999"
"D Estienne D Orves","Lieutenant De Vasseau Lavallee","F790","1980.624","2999"
"D Estienne D Orves","Commandant L Herminier","F791","1986.051","2999"
"D Estienne D Orves","Premier Maitre L Her","F792","1981.927","2999"
"D Estienne D Orves","Commandant Blaison","F793","1982.316","2999"
"D Estienne D Orves","Enseigne De Vaisseau Jacoubet","F794","1982.81","2999"
"D Estienne D Orves","Commandant Ducuing","F795","1983.207","2999"
"D Estienne D Orves","Commandant Birot","F796","1984.201","2999"
"D Estienne D Orves","Commandant Bouan","F797","1984.835","2999"
"Wichita AOR(1983)","Wichita","AOR 1","1983","1993.168"
"Wichita AOR(1983)","Milwaukee","AOR 2","1983","1994.073"
"Wichita AOR(1983)","Kansas City","AOR 3","1983","1994.766"
"Wichita AOR(1983)","Savannah","AOR 4","1983","1995.571"
"Wichita AOR(1983)","Wabash","AOR 5","1983","1994.747"
"Wichita AOR(1983)","Kalamazoo","AOR 6","1983","1996.624"
"Wichita AOR(1983)","Roanoke","AOR 7","1983","1995.763"
"Wichita AOR","Wichita","AOR 1","1969.432","1983"
"Wichita AOR","Milwaukee","AOR 2","1969.834","1983"
"Wichita AOR","Kansas City","AOR 3","1970.429","1983"
"Wichita AOR","Savannah","AOR 4","1970.927","1983"
"Wichita AOR","Wabash","AOR 5","1971.886","1983"
"Wichita AOR","Kalamazoo","AOR 6","1973.61","1983"
"Wichita AOR","Roanoke","AOR 7","1976.829","1983"
"Joao Coutinho FSH(1989)","Joao Coutinho","F 475","1989","2999"
"Joao Coutinho FSH(1989)","Jacinto Candido","F 476","1989","2999"
"Joao Coutinho FSH(1989)","General Pereira Deca","F 477","1989","2999"
"Joao Coutinho FSH(1989)","Augusto de Castilho","F 478","1989","1991"
"Joao Coutinho FSH(1989)","Honorio Barreto","F 485","1989","1994"
"Joao Coutinho FSH(1989)","Antonio Enes","F 471","1989","2999"
"Joao Coutinho FSH","Joao Coutinho","F 475","1970.179","1989"
"Joao Coutinho FSH","Jacinto Candido","F 476","1970.456","1989"
"Joao Coutinho FSH","General Pereira Deca","F 477","1970.774","1989"
"Joao Coutinho FSH","Augusto de Castilho","F 478","1970.87","1989"
"Joao Coutinho FSH","Honorio Barreto","F 485","1971.286","1989"
"Joao Coutinho FSH","Antonio Enes","F 471","1971.462","1989"
"Baptiste de Andrade FSH(1999)","Joao Roby","F 487","1999","1999"
"Baptiste de Andrade FSH(1999)","Alfonso Cerqueira","F 488","1999","1999"
"Baptiste de Andrade FSH(1999)","Oliviera E Carmo","F 489","1999","1999"
"Baptista de Andrade FSH","Baptiste de Andrade","F 486","1974.884","1991"
"Baptista de Andrade FSH","Joao Roby","F 487","1975.21","1999"
"Baptista de Andrade FSH","Alfonso Cerqueira","F 488","1975.484","1999"
"Baptista de Andrade FSH","Oliviera E Carmo","F 489","1976.086","1999"
"Vasco da Gama FFG","Vasco da Gama","F 330","1991.048","2999"
"Vasco da Gama FFG","Alvares Cabral","F 331","1991.393","2999"
"Vasco da Gama FFG","Corte Real","F 332","1991.892","2999"
"Tromp DDG(1977)","Tromp","F 801","1977","1984"
"Tromp DDG(1977)","De Ruyter","F 802","1977","1984"
"Tromp DDG","Tromp","F 801","1975.755","1977"
"Tromp DDG","De Ruyter","F 802","1976.422","1977"
"Tromp DDG(1984)","Tromp","F 801","1984","1999.3"
"Tromp DDG(1984)","De Ruyter","F 802","1984","2001.3"
"Tromp DDG(1989)","Tromp","F 801","1984","1999.3"
"Tromp DDG(1989)","De Ruyter","F 802","1984","2001.3"
"Karel Doorman DDG","Karel Doorman","F 827","1991.412","1994"
"Karel Doorman DDG","Willem Van Der Zaan","F 829","1991.908","1994"
"Karel Doorman DDG","Tjerk Hiddes","F 830","1992.922","1994"
"Karel Doorman DDG","Van Amstel","F 831","1993.401","1994"
"Karel Doorman DDG","Abraham Van Der Hulst","F 832","1993.955","1994"
"Karel Doorman DDG","Van Nes","F 833","1994.418","1994"
"Karel Doorman DDG","Van Galen","F 834","1994.916","1994"
"Karel Doorman DDG","Van Speijk","F 828","1995.684","1994"
"Karel Doorman DDG (1994)","Karel Doorman","F 827","1994","2005.974"
"Karel Doorman DDG (1994)","Willem Van Der Zaan","F 829","1994","2005.974"
"Karel Doorman DDG (1994)","Tjerk Hiddes","F 830","1994","2004"
"Karel Doorman DDG (1994)","Van Amstel","F 831","1994","2999"
"Karel Doorman DDG (1994)","Abraham Van Der Hulst","F 832","1994","2004"
"Karel Doorman DDG (1994)","Van Nes","F 833","1994","2006"
"Karel Doorman DDG (1994)","Van Galen","F 834","1994","2006"
"Karel Doorman DDG (1994)","Van Speijk","F 828","1994","2999"
"Karel Doorman DDG (1994) (Belgium)","Leopold I","F930","2005.974","2999"
"Karel Doorman DDG (1994) (Belgium)","Louise Marie","F931","2005.974","2999"
"Karel Doorman DDG (1994) (Portugal)","Bartolomeu Dias","F333","2006","2999"
"Karel Doorman DDG (1994) (Portugal)","Francisco de Almeida","F334","2006","2999"
"Karel Doorman DDG (1994) (Chile)","Almirante Riveros","FF-18","2004","2999"
"SSC-X(36) (Generic)","Coastal SSM battery","","1900","2999.9973"
"SSC-X(30) (Generic)","Coastal SSM battery","","1900","2999.9973"
"SSC-X(24) (Generic)","Coastal SSM battery","","1900","2999.9973"
"SSC-X(18) (Generic)","Coastal SSM battery","","1900","2999.9973"
"SSC-X(12) (Generic)","Coastal SSM battery","","1900","2999.9973"
"SSC-X(6) (Generic)","Coastal SSM battery","","1900","2999.9973"
"Poolster Improved AOR","Zuiderkruis","A832","1975.486","2012.111"
"Fort Victoria AOR","Fort Victoria","A 387","1994.478","2999"
"Fort Victoria AOR","Fort George","A 388","1993.538","2999"
"Fearless LPD","Fearless","L10","1965.9","2002.21"
"Fearless LPD","Intrepid","L11","1967.19","1999.664"
"Type 062B PBG","Shanghai II 1","","1961","1991"
"Type 062B PBG","Shanghai II 2","","1962","1992"
"Type 062B PBG","Shanghai II 3","","1962","1992"
"Type 062B PBG","Shanghai II 4","","1962","1992"
"Type 062B PBG","Shanghai II 5","","1962","1992"
"Type 062B PBG","Shanghai II 6","","1962","1992"
"Type 062B PBG","Shanghai II 7","","1962","1992"
"Type 062B PBG","Shanghai II 8","","1962","1992"
"Type 062B PBG","Shanghai II 9","","1962","1992"
"Type 062B PBG","Shanghai II 10","","1962","1992"
"Type 062B PBG","Shanghai II 11","","1962","1992"
"Type 062B PBG","Shanghai II 12","","1963","1993"
"Type 062B PBG","Shanghai II 13","","1963","1993"
"Type 062B PBG","Shanghai II 14","","1963","1993"
"Type 062B PBG","Shanghai II 15","","1963","1993"
"Type 062B PBG","Shanghai II 16","","1963","1993"
"Type 062B PBG","Shanghai II 17","","1963","1993"
"Type 062B PBG","Shanghai II 18","","1963","1993"
"Type 062B PBG","Shanghai II 19","","1963","1993"
"Type 062B PBG","Shanghai II 20","","1963","1993"
"Type 062B PBG","Shanghai II 21","","1963","1993"
"Type 062B PBG","Shanghai II 22","","1964","1994"
"Type 062B PBG","Shanghai II 23","","1964","1994"
"Type 062B PBG","Shanghai II 24","","1964","1994"
"Type 062B PBG","Shanghai II 25","","1964","1994"
"Type 062B PBG","Shanghai II 26","","1964","1994"
"Type 062B PBG","Shanghai II 27","","1964","1994"
"Type 062B PBG","Shanghai II 28","","1964","1994"
"Type 062B PBG","Shanghai II 29","","1964","1994"
"Type 062B PBG","Shanghai II 30","","1964","1994"
"Type 062B PBG","Shanghai II 31","","1964","1994"
"Type 062B PBG","Shanghai II 32","","1965","1995"
"Type 062B PBG","Shanghai II 33","","1965","1995"
"Type 062B PBG","Shanghai II 34","","1965","1995"
"Type 062B PBG","Shanghai II 35","","1965","1995"
"Type 062B PBG","Shanghai II 36","","1965","1995"
"Type 062B PBG","Shanghai II 37","","1965","1995"
"Type 062B PBG","Shanghai II 38","","1965","1995"
"Type 062B PBG","Shanghai II 39","","1965","1995"
"Type 062B PBG","Shanghai II 40","","1965","1995"
"Type 062B PBG","Shanghai II 41","","1965","1995"
"Type 062B PBG(Vietnam, North)","Shanghai II 42","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 43","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 44","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 45","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 46","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 47","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 48","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 49","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 50","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 51","","1966","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 52","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 53","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 54","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 55","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 56","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 57","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 58","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 59","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 60","","1967","2999"
"Type 062B PBG(Vietnam, North)","Shanghai II 61","","1967","2999"
"Type 062B PBG","Shanghai II 62","","1968","1998"
"Type 062B PBG","Shanghai II 63","","1968","1998"
"Type 062B PBG","Shanghai II 64","","1968","1998"
"Type 062B PBG","Shanghai II 65","","1968","1998"
"Type 062B PBG","Shanghai II 66","","1968","1998"
"Type 062B PBG","Shanghai II 67","","1968","1998"
"Type 062B PBG","Shanghai II 68","","1968","1998"
"Type 062B PBG","Shanghai II 69","","1968","1998"
"Type 062B PBG","Shanghai II 70","","1968","1998"
"Type 062B PBG","Shanghai II 71","","1968","1998"
"Type 062B PBG","Shanghai II 72","","1969","1999"
"Type 062B PBG","Shanghai II 73","","1969","1999"
"Type 062B PBG","Shanghai II 74","","1969","1999"
"Type 062B PBG","Shanghai II 75","","1969","1999"
"Type 062B PBG","Shanghai II 76","","1969","1999"
"Type 062B PBG","Shanghai II 77","","1969","1999"
"Type 062B PBG","Shanghai II 78","","1969","1999"
"Type 062B PBG","Shanghai II 79","","1969","1999"
"Type 062B PBG","Shanghai II 80","","1969","1999"
"Type 062B PBG","Shanghai II 81","","1969","1999"
"Type 062B PBG","Shanghai II 82","","1970","2000"
"Type 062B PBG","Shanghai II 83","","1970","2000"
"Type 062B PBG","Shanghai II 84","","1970","2000"
"Type 062B PBG","Shanghai II 85","","1970","2000"
"Type 062B PBG","Shanghai II 86","","1970","2000"
"Type 062B PBG","Shanghai II 87","","1970","2000"
"Type 062B PBG","Shanghai II 88","","1970","2000"
"Type 062B PBG","Shanghai II 89","","1970","2000"
"Type 062B PBG","Shanghai II 90","","1970","2000"
"Type 062B PBG","Shanghai II 91","","1970","2000"
"Type 062B PBG","Shanghai II 92","","1971","2001"
"Type 062B PBG","Shanghai II 93","","1971","2001"
"Type 062B PBG","Shanghai II 94","","1971","2001"
"Type 062B PBG(Sri Lanka)","Balawatha","","1971","1990"
"Type 062B PBG(Sri Lanka)","Daksaya","","1971","1992"
"Type 062B PBG(Sri Lanka)","Ramakami","","1971","1997"
"Type 062B PBG(Romania)","VP-20","","1971","2002"
"Type 062B PBG(Romania)","VP-22","","1971","2001"
"Type 062B PBG(Romania)","VP-24","","1971","2001"
"Type 062B PBG(Sri Lanka)","Sooraya","","1971","2002"
"Type 062B PBG(Sri Lanka)","Weeraya","","1971","2999"
"Type 062B PBG(Sierra Leone)","Shanghai II ","","1973","1979"
"Type 062B PBG(Pakistan)","Lahore","P140","1972","1993"
"Type 062B PBG(Pakistan)","Quetta","P141","1972","1993"
"Type 062B PBG(Pakistan)","Mardan","P143","1972","1993"
"Type 062B PBG(Pakistan)","Gilgit","P144","1972","1995"
"Type 062B PBG(Pakistan)","Pishin","P145","1972","1995"
"Type 062B PBG(Pakistan)","Sukkur","P147","1972","1992"
"Type 062B PBG(Pakistan)","Sehwan","P148","1972","1992"
"Type 062B PBG(Pakistan)","Bahawalpur","P149","1972","1995"
"Type 062B PBG(Guinnea)","Shanghai II ","733","1973","1986"
"Type 062B PBG(Guinnea)","Shanghai II ","734","1973","1986"
"Type 062B PBG(Romania)","VP-25","","1973","2003"
"Type 062B PBG(Romania)","VP-26","","1973","2003"
"Type 062B PBG(Sierra Leone)","Shanghai II 116","","1973","1981"
"Type 062B PBG(Sierra Leone)","Shanghai II 117","","1973","1983"
"Type 062B PBG(Pakistan)","Bannu","P154","1973","1994"
"Type 062B PBG(Pakistan)","Kalat","P156","1973","1994"
"Type 062B PBG(Pakistan)","Larkana","P159","1973","1994"
"Type 062B PBG(Pakistan)","Sahival","P160","1973","1994"
"Type 062B PBG(Bangladesh)","P 102","","1974","1983"
"Type 062B PBG(Bangladesh)","P 103","","1974","1984"
"Type 062B PBG(Romania)","VP-27","","1974","2004"
"Type 062B PBG(Romania)","VP-28","","1974","2004"
"Type 062B PBG(Guinnea)","Shanghai II 735","","1974","1986"
"Type 062B PBG(Guinnea)","Shanghai II 736","","1974","1987"
"Type 062B PBG(Albania)","Shanghai II 128","","1974","1997"
"Type 062B PBG(Albania)","Shanghai II 129","","1974","2999"
"Type 062B PBG(Albania)","Shanghai II 130","","1974","2999"
"Type 062B PBG(Albania)","Shanghai II 131","","1974","2999"
"Type 062B PBG(Albania)","Shanghai II 132","","1975","2999"
"Type 062B PBG(Albania)","Shanghai II 133","","1975","2999"
"Type 062B PBG(Congo)","P201","","1975","1995"
"Type 062B PBG(Congo)","P202","","1975","1995"
"Type 062B PBG(Congo)","P203","","1975","1995"
"Type 062B PBG(Romania)","VP-29","","1975","2005"
"Type 062B PBG(Romania)","VP-30","","1975","2005"
"Type 062B PBG","Shanghai II 139","","1975","2005"
"Type 062B PBG","Shanghai II 140","","1975","2005"
"Type 062B PBG","Shanghai II 141","","1975","2005"
"Type 062B PBG(Zaire)","P101","","1976","1990"
"Type 062B PBG(Zaire)","P102","","1976","1990"
"Type 062B PBG(Guinnea)","P102737","","1976","1987"
"Type 062B PBG(Guinnea)","P102738","","1976","1987"
"Type 062B PBG(Cameroon)","Cap Cameroun","101","1976","2006"
"Type 062B PBG(Cameroon)","Man O  War Bay","102","1976","2006"
"Type 062B PBG(Romania)","VP-31","","1976","2006"
"Type 062B PBG(Romania)","VP-32","","1976","2006"
"Type 062B PBG","Shanghai II 150","","1976","2006"
